time,CH1,CH2
   0.046000,  -2.560000,   3.520000
   0.046250,  -2.600000,   3.520000
   0.046500,  -2.640000,   3.520000
   0.046750,  -2.640000,   3.520000
   0.047000,  -2.680000,   3.520000
   0.047250,  -2.720000,   3.520000
   0.047500,  -2.720000,   3.520000
   0.047750,  -2.760000,   3.520000
   0.048000,  -2.760000,   3.520000
   0.048250,  -2.800000,   3.520000
   0.048500,  -2.800000,   3.520000
   0.048750,  -2.840000,   3.520000
   0.049000,  -2.840000,   3.520000
   0.049250,  -2.840000,   3.520000
   0.049500,  -2.840000,   3.520000
   0.049750,  -2.840000,   3.520000
   0.050000,  -2.880000,   3.520000
   0.050250,  -2.880000,   3.520000
   0.050500,  -2.880000,   3.520000
   0.050750,  -2.880000,   3.520000
   0.051000,  -2.880000,   3.520000
   0.051250,  -2.880000,   3.520000
   0.051500,  -2.880000,   3.520000
   0.051750,  -2.840000,   3.520000
   0.052000,  -2.840000,   3.520000
   0.052250,  -2.840000,   3.520000
   0.052500,  -2.840000,   3.520000
   0.052750,  -2.840000,   3.520000
   0.053000,  -2.800000,   3.520000
   0.053250,  -2.800000,   3.520000
   0.053500,  -2.760000,   3.520000
   0.053750,  -2.760000,   3.520000
   0.054000,  -2.720000,   3.520000
   0.054250,  -2.720000,   3.520000
   0.054500,  -2.680000,   3.520000
   0.054750,  -2.640000,   3.520000
   0.055000,  -2.640000,   3.520000
   0.055250,  -2.600000,   3.520000
   0.055500,  -2.560000,   3.520000
   0.055750,  -2.520000,   3.520000
   0.056000,  -2.520000,   3.520000
   0.056250,  -2.440000,   3.520000
   0.056500,  -2.400000,   3.520000
   0.056750,  -2.360000,   3.520000
   0.057000,  -2.320000,   3.520000
   0.057250,  -2.280000,   3.520000
   0.057500,  -2.240000,   3.520000
   0.057750,  -2.200000,   3.520000
   0.058000,  -2.160000,   3.520000
   0.058250,  -2.120000,   3.520000
   0.058500,  -2.040000,   3.520000
   0.058750,  -2.000000,   3.520000
   0.059000,  -1.960000,   3.520000
   0.059250,  -1.880000,   3.520000
   0.059500,  -1.840000,   3.520000
   0.059750,  -1.760000,   3.520000
   0.060000,  -1.720000,   3.520000
   0.060250,  -1.680000,   3.520000
   0.060500,  -1.600000,   3.520000
   0.060750,  -1.560000,   3.520000
   0.061000,  -1.480000,   3.520000
   0.061250,  -1.440000,   3.520000
   0.061500,  -1.360000,   3.520000
   0.061750,  -1.280000,   3.520000
   0.062000,  -1.240000,   3.520000
   0.062250,  -1.160000,   3.520000
   0.062500,  -1.080000,   3.520000
   0.062750,  -1.040000,   3.520000
   0.063000,  -0.960000,   3.520000
   0.063250,  -0.880000,   3.520000
   0.063500,  -0.800000,   3.520000
   0.063750,  -0.720000,   3.520000
   0.064000,  -0.680000,   3.520000
   0.064250,  -0.600000,   3.520000
   0.064500,  -0.560000,   3.520000
   0.064750,  -0.480000,   3.520000
